Molecule	OriginalName	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
CHEMBL1078275_0	CHEMBL1078275	0.878	0.594	0.284	1.189	0.715	0.474	1.192	0.779	0.414	272.733
CHEMBL1079078_0	CHEMBL1079078	0.872	0.566	0.306	1.207	0.687	0.52	1.189	0.764	0.425	267.97
CHEMBL1078274_0	CHEMBL1078274	0.867	0.603	0.264	1.211	0.746	0.465	1.138	0.759	0.379	264.613
CHEMBL1087898_0	CHEMBL1087898	0.854	0.59	0.265	1.241	0.792	0.449	1.09	0.698	0.392	241.521
CHEMBL191003_0	CHEMBL191003	0.853	0.58	0.274	1.119	0.697	0.422	1.213	0.774	0.438	271.574
CHEMBL1078277_0	CHEMBL1078277	0.835	0.563	0.272	1.129	0.685	0.444	1.172	0.76	0.412	266.429
CHEMBL323994_0	CHEMBL323994	0.83	0.633	0.198	1.148	0.815	0.333	1.066	0.739	0.328	256.055
CHEMBL218439_0	CHEMBL218439	0.828	0.472	0.357	1.084	0.585	0.499	1.264	0.708	0.556	249.718
CHEMBL1078688_0	CHEMBL1078688	0.826	0.557	0.269	1.099	0.671	0.428	1.186	0.766	0.42	269.166
CHEMBL205098_0	CHEMBL205098	0.826	0.604	0.222	1.085	0.712	0.373	1.153	0.799	0.354	280.427
CHEMBL218439_1	CHEMBL218439	0.824	0.47	0.354	1.08	0.584	0.496	1.259	0.706	0.553	248.926
CHEMBL1081484_0	CHEMBL1081484	0.817	0.549	0.268	0.995	0.607	0.388	1.316	0.853	0.463	303.953
CHEMBL1078276_0	CHEMBL1078276	0.788	0.513	0.275	1.108	0.645	0.463	1.12	0.716	0.404	251.015
CHEMBL231733_1	CHEMBL231733	0.783	0.449	0.334	0.917	0.502	0.415	1.443	0.809	0.634	291.886
CHEMBL1080955_0	CHEMBL1080955	0.778	0.478	0.3	1.073	0.588	0.485	1.159	0.718	0.44	253.465
CHEMBL1088030_0	CHEMBL1088030	0.77	0.575	0.194	1.041	0.704	0.337	1.073	0.758	0.314	265.452
CHEMBL583105_0	CHEMBL583105	0.761	0.545	0.216	1.256	0.876	0.38	0.923	0.59	0.333	202.107
CHEMBL576486_0	CHEMBL576486	0.759	0.539	0.221	1.133	0.726	0.408	1.001	0.677	0.325	234.899
CHEMBL568790_0	CHEMBL568790	0.756	0.501	0.255	1.174	0.716	0.458	0.99	0.626	0.365	216.554
CHEMBL1080955_1	CHEMBL1080955	0.755	0.478	0.277	1.017	0.588	0.429	1.156	0.718	0.438	253.465
CHEMBL482189_1	CHEMBL482189	0.744	0.612	0.132	0.979	0.765	0.214	1.01	0.753	0.257	262.139
CHEMBL1079523_0	CHEMBL1079523	0.731	0.493	0.238	0.924	0.583	0.341	1.203	0.761	0.442	269.858
CHEMBL482189_0	CHEMBL482189	0.731	0.611	0.12	0.961	0.765	0.196	0.988	0.752	0.236	261.958
CHEMBL1088029_0	CHEMBL1088029	0.72	0.536	0.183	1.034	0.714	0.32	0.983	0.683	0.301	237.281
CHEMBL482189_2	CHEMBL482189	0.719	0.593	0.126	0.955	0.75	0.205	0.986	0.739	0.246	257.494
CHEMBL1087398_0	CHEMBL1087398	0.717	0.509	0.208	1.022	0.652	0.37	1.022	0.699	0.322	244.703
CHEMBL578974_0	CHEMBL578974	0.717	0.503	0.214	1.264	0.852	0.411	0.859	0.551	0.308	188.413
CHEMBL1078889_1	CHEMBL1078889	0.716	0.48	0.236	0.985	0.6	0.385	1.084	0.705	0.379	248.123
CHEMBL272424_0	CHEMBL272424	0.704	0.521	0.183	0.911	0.657	0.254	1.112	0.716	0.396	250.895
CHEMBL1082023_1	CHEMBL1082023	0.691	0.469	0.222	0.881	0.545	0.336	1.166	0.77	0.396	274.599
CHEMBL1082023_0	CHEMBL1082023	0.691	0.469	0.222	0.881	0.545	0.336	1.167	0.77	0.397	274.616
CHEMBL1078889_0	CHEMBL1078889	0.69	0.461	0.229	0.96	0.584	0.376	1.056	0.686	0.37	241.428
CHEMBL1088030_1	CHEMBL1088030	0.687	0.434	0.253	0.989	0.584	0.405	1.031	0.628	0.402	219.922
CHEMBL510641_0	CHEMBL510641	0.685	0.562	0.124	1.096	0.868	0.229	0.827	0.614	0.213	210.669
CHEMBL570229_0	CHEMBL570229	0.685	0.487	0.198	0.956	0.631	0.324	1.017	0.68	0.337	238.057
CHEMBL1078934_1	CHEMBL1078934	0.68	0.569	0.112	0.904	0.688	0.216	0.954	0.766	0.188	268.735
CHEMBL376885_0	CHEMBL376885	0.679	0.488	0.191	0.906	0.6	0.306	1.06	0.722	0.338	254.422
CHEMBL510641_1	CHEMBL510641	0.678	0.55	0.128	1.092	0.858	0.235	0.824	0.606	0.218	207.655
CHEMBL1078934_0	CHEMBL1078934	0.677	0.565	0.112	0.902	0.685	0.217	0.952	0.763	0.188	267.631
CHEMBL571118_1	CHEMBL571118	0.677	0.538	0.139	0.942	0.687	0.255	0.946	0.712	0.234	248.748
CHEMBL257167_0	CHEMBL257167	0.677	0.557	0.119	1.114	0.876	0.237	0.799	0.605	0.194	207.184
CHEMBL412099_0	CHEMBL412099	0.676	0.489	0.187	0.897	0.635	0.262	1.074	0.68	0.395	237.746
CHEMBL510641_2	CHEMBL510641	0.675	0.55	0.125	1.088	0.858	0.231	0.82	0.606	0.215	207.655
CHEMBL1079690_0	CHEMBL1079690	0.673	0.446	0.227	0.945	0.557	0.389	1.045	0.692	0.353	244.407
CHEMBL233151_1	CHEMBL233151	0.671	0.505	0.165	0.804	0.56	0.244	1.178	0.839	0.339	300.702
CHEMBL1087268_1	CHEMBL1087268	0.663	0.495	0.168	0.933	0.634	0.299	0.971	0.694	0.277	243.28
CHEMBL21156_0	CHEMBL21156	0.663	0.487	0.176	0.927	0.665	0.262	0.994	0.646	0.348	224.69
CHEMBL1080159_0	CHEMBL1080159	0.663	0.488	0.175	0.823	0.562	0.261	1.136	0.788	0.347	281.008
CHEMBL604578_0	CHEMBL604578	0.659	0.52	0.139	0.96	0.734	0.225	0.907	0.64	0.267	221.482
CHEMBL233151_0	CHEMBL233151	0.655	0.488	0.167	0.793	0.547	0.246	1.162	0.819	0.342	293.623
CHEMBL220483_0	CHEMBL220483	0.647	0.425	0.222	0.851	0.524	0.327	1.102	0.692	0.41	245.674
CHEMBL1078689_0	CHEMBL1078689	0.646	0.445	0.201	0.934	0.586	0.348	0.973	0.65	0.323	227.937
CHEMBL568788_0	CHEMBL568788	0.643	0.489	0.154	0.939	0.659	0.28	0.91	0.655	0.255	228.056
CHEMBL572878_0	CHEMBL572878	0.641	0.46	0.181	0.867	0.571	0.296	1.02	0.702	0.318	247.852
CHEMBL495727_1	CHEMBL495727	0.634	0.453	0.181	0.867	0.588	0.279	1.005	0.663	0.342	232.732
CHEMBL520947_1	CHEMBL520947	0.632	0.493	0.138	0.91	0.678	0.232	0.899	0.645	0.255	224.022
CHEMBL520947_0	CHEMBL520947	0.632	0.493	0.138	0.91	0.678	0.232	0.899	0.645	0.255	224.022
CHEMBL520947_2	CHEMBL520947	0.631	0.493	0.139	0.909	0.676	0.233	0.9	0.644	0.255	223.966
CHEMBL21156_1	CHEMBL21156	0.629	0.476	0.154	0.885	0.652	0.233	0.948	0.638	0.31	221.992
CHEMBL569957_1	CHEMBL569957	0.628	0.505	0.124	0.816	0.592	0.225	0.99	0.774	0.216	274.531
CHEMBL572878_1	CHEMBL572878	0.621	0.462	0.158	0.837	0.573	0.263	0.989	0.705	0.283	249.053
CHEMBL232147_1	CHEMBL232147	0.62	0.463	0.157	0.768	0.532	0.236	1.1	0.78	0.32	279.128
CHEMBL232147_0	CHEMBL232147	0.617	0.461	0.156	0.766	0.531	0.235	1.097	0.778	0.319	278.221
CHEMBL582808_0	CHEMBL582808	0.615	0.42	0.195	0.891	0.555	0.336	0.951	0.633	0.318	222.41
CHEMBL386637_0	CHEMBL386637	0.612	0.415	0.196	0.802	0.51	0.292	1.066	0.691	0.374	245.82
CHEMBL1078971_0	CHEMBL1078971	0.611	0.486	0.125	0.836	0.613	0.223	0.922	0.702	0.22	246.593
CHEMBL568788_1	CHEMBL568788	0.604	0.452	0.152	0.902	0.625	0.277	0.872	0.621	0.252	216.162
CHEMBL578194_1	CHEMBL578194	0.602	0.448	0.154	0.875	0.604	0.271	0.896	0.635	0.261	221.873
CHEMBL568788_3	CHEMBL568788	0.599	0.439	0.16	0.902	0.612	0.29	0.871	0.608	0.263	211.874
CHEMBL1078971_1	CHEMBL1078971	0.598	0.459	0.139	0.835	0.589	0.246	0.916	0.675	0.242	237.008
CHEMBL391096_0	CHEMBL391096	0.592	0.465	0.127	0.731	0.534	0.197	1.046	0.783	0.264	280.044
CHEMBL1078720_0	CHEMBL1078720	0.59	0.472	0.117	0.807	0.595	0.212	0.904	0.696	0.208	245.039
CHEMBL1093468_0	CHEMBL1093468	0.589	0.449	0.14	0.751	0.535	0.215	1.023	0.737	0.286	262.213
CHEMBL221959_0	CHEMBL221959	0.586	0.449	0.137	0.914	0.645	0.269	0.815	0.596	0.219	206.823
CHEMBL392998_0	CHEMBL392998	0.583	0.423	0.16	0.72	0.486	0.234	1.102	0.767	0.335	276.363
CHEMBL495727_0	CHEMBL495727	0.581	0.434	0.147	0.803	0.569	0.233	0.93	0.645	0.286	226.423
CHEMBL570002_1	CHEMBL570002	0.578	0.43	0.148	0.86	0.599	0.261	0.857	0.604	0.254	210.522
CHEMBL569957_0	CHEMBL569957	0.571	0.455	0.115	0.763	0.552	0.211	0.926	0.723	0.203	256.384
CHEMBL1078866_0	CHEMBL1078866	0.57	0.431	0.139	0.81	0.564	0.246	0.888	0.646	0.242	226.927
CHEMBL1078866_1	CHEMBL1078866	0.569	0.432	0.137	0.808	0.565	0.242	0.886	0.647	0.239	227.431
CHEMBL595397_1	CHEMBL595397	0.568	0.447	0.121	0.867	0.664	0.203	0.809	0.577	0.232	199.626
CHEMBL570002_0	CHEMBL570002	0.565	0.423	0.143	0.845	0.591	0.254	0.843	0.597	0.246	208.114
CHEMBL584052_1	CHEMBL584052	0.563	0.425	0.138	0.796	0.589	0.207	0.897	0.604	0.293	210.627
CHEMBL1087268_0	CHEMBL1087268	0.562	0.463	0.099	0.787	0.605	0.182	0.842	0.663	0.179	232.241
CHEMBL1092926_0	CHEMBL1092926	0.562	0.436	0.126	0.73	0.532	0.198	0.963	0.708	0.255	251.46
CHEMBL568788_2	CHEMBL568788	0.56	0.416	0.144	0.853	0.589	0.264	0.826	0.586	0.24	204.028
CHEMBL1089833_0	CHEMBL1089833	0.559	0.44	0.119	0.73	0.538	0.192	0.944	0.706	0.238	250.237
CHEMBL578194_0	CHEMBL578194	0.556	0.419	0.138	0.822	0.576	0.247	0.843	0.606	0.237	211.631
CHEMBL393375_0	CHEMBL393375	0.556	0.414	0.142	0.693	0.483	0.21	1.047	0.744	0.304	267.203
CHEMBL1093749_0	CHEMBL1093749	0.556	0.463	0.093	0.737	0.581	0.156	0.882	0.696	0.186	245.213
CHEMBL393375_1	CHEMBL393375	0.553	0.415	0.138	0.689	0.484	0.205	1.041	0.746	0.296	267.899
CHEMBL570192_0	CHEMBL570192	0.549	0.402	0.147	0.83	0.562	0.268	0.831	0.585	0.246	204.422
CHEMBL162_0	CHEMBL162	0.547	0.4	0.146	0.687	0.477	0.21	1.038	0.713	0.325	255.561
CHEMBL574738_1	CHEMBL574738	0.545	0.446	0.099	0.701	0.533	0.168	0.925	0.733	0.192	260.921
CHEMBL1089773_0	CHEMBL1089773	0.544	0.42	0.125	0.718	0.517	0.201	0.938	0.691	0.247	245.229
CHEMBL1087398_1	CHEMBL1087398	0.542	0.413	0.128	0.801	0.565	0.236	0.826	0.606	0.22	212.09
CHEMBL591096_0	CHEMBL591096	0.541	0.41	0.13	0.792	0.586	0.205	0.841	0.578	0.263	201.125
CHEMBL162_1	CHEMBL162	0.54	0.401	0.14	0.68	0.478	0.202	1.025	0.713	0.312	255.594
CHEMBL1089773_1	CHEMBL1089773	0.54	0.42	0.12	0.712	0.517	0.194	0.93	0.691	0.239	245.408
CHEMBL559626_0	CHEMBL559626	0.538	0.472	0.066	0.708	0.601	0.108	0.835	0.688	0.147	241.671
CHEMBL604038_1	CHEMBL604038	0.537	0.38	0.157	0.799	0.551	0.248	0.851	0.55	0.3	191.734
CHEMBL574738_0	CHEMBL574738	0.536	0.406	0.131	0.715	0.498	0.217	0.933	0.686	0.247	244.173
CHEMBL570192_1	CHEMBL570192	0.53	0.402	0.128	0.8	0.562	0.238	0.803	0.585	0.218	204.435
CHEMBL595397_0	CHEMBL595397	0.53	0.433	0.097	0.815	0.65	0.165	0.754	0.565	0.189	195.361
CHEMBL1092925_0	CHEMBL1092925	0.523	0.412	0.111	0.673	0.499	0.174	0.937	0.703	0.234	250.681
CHEMBL603048_0	CHEMBL603048	0.522	0.446	0.076	0.752	0.622	0.13	0.767	0.612	0.155	213.069
CHEMBL231733_0	CHEMBL231733	0.521	0.394	0.127	0.64	0.458	0.182	1.036	0.738	0.298	266.233
CHEMBL1088857_0	CHEMBL1088857	0.517	0.43	0.088	0.68	0.534	0.146	0.868	0.688	0.18	243.585
CHEMBL589633_1	CHEMBL589633	0.517	0.372	0.144	0.737	0.524	0.213	0.872	0.563	0.308	197.104
CHEMBL233969_1	CHEMBL233969	0.515	0.387	0.128	0.647	0.457	0.19	1.0	0.717	0.283	258.009
CHEMBL1092925_1	CHEMBL1092925	0.515	0.404	0.112	0.667	0.492	0.176	0.928	0.693	0.235	247.043
CHEMBL233969_0	CHEMBL233969	0.515	0.389	0.126	0.646	0.459	0.187	0.998	0.719	0.28	258.617
CHEMBL376885_1	CHEMBL376885	0.5	0.397	0.103	0.699	0.521	0.178	0.823	0.626	0.197	220.65
CHEMBL1093191_0	CHEMBL1093191	0.49	0.386	0.105	0.66	0.491	0.169	0.858	0.643	0.215	228.031
CHEMBL535_0	CHEMBL535	0.49	0.431	0.059	0.668	0.563	0.105	0.765	0.648	0.117	227.756
CHEMBL584052_0	CHEMBL584052	0.486	0.353	0.133	0.715	0.515	0.2	0.811	0.528	0.284	184.204
CHEMBL591096_1	CHEMBL591096	0.478	0.359	0.119	0.722	0.532	0.189	0.768	0.525	0.243	182.651
CHEMBL589633_0	CHEMBL589633	0.474	0.383	0.091	0.675	0.534	0.141	0.779	0.575	0.204	201.296
CHEMBL1088856_0	CHEMBL1088856	0.469	0.356	0.113	0.641	0.46	0.181	0.842	0.61	0.232	216.436
CHEMBL604038_0	CHEMBL604038	0.463	0.369	0.094	0.696	0.539	0.157	0.728	0.539	0.19	187.653
CHEMBL1092063_1	CHEMBL1092063	0.462	0.376	0.087	0.6	0.465	0.135	0.856	0.662	0.195	236.095
CHEMBL1092063_0	CHEMBL1092063	0.461	0.375	0.087	0.599	0.464	0.135	0.856	0.661	0.195	235.819
CHEMBL1089833_1	CHEMBL1089833	0.448	0.349	0.099	0.618	0.456	0.162	0.8	0.598	0.201	212.099
CHEMBL582808_1	CHEMBL582808	0.448	0.369	0.078	0.655	0.506	0.149	0.718	0.577	0.141	202.774
CHEMBL1093119_0	CHEMBL1093119	0.439	0.344	0.095	0.585	0.438	0.148	0.828	0.616	0.212	219.483
