Molecule	OriginalName	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
CHEMBL375076_0	CHEMBL375076	1.001	0.62	0.381	1.318	0.766	0.552	1.317	0.766	0.552	164.778
CHEMBL391492_0	CHEMBL391492	0.963	0.539	0.423	1.129	0.61	0.519	1.52	0.824	0.696	180.927
CHEMBL571118_0	CHEMBL571118	0.961	0.687	0.274	1.239	0.789	0.45	1.253	0.841	0.412	181.683
CHEMBL200832_0	CHEMBL200832	0.96	0.584	0.376	1.166	0.654	0.513	1.431	0.845	0.586	184.885
CHEMBL583895_0	CHEMBL583895	0.951	0.667	0.285	1.209	0.765	0.443	1.281	0.838	0.443	181.298
CHEMBL583030_0	CHEMBL583030	0.949	0.641	0.309	1.255	0.783	0.472	1.25	0.779	0.471	167.564
CHEMBL569739_0	CHEMBL569739	0.944	0.622	0.322	1.236	0.734	0.501	1.276	0.803	0.474	173.603
CHEMBL1087898_0	CHEMBL1087898	0.934	0.67	0.265	1.244	0.795	0.449	1.202	0.81	0.392	174.42
CHEMBL576475_0	CHEMBL576475	0.934	0.641	0.293	1.25	0.783	0.466	1.22	0.78	0.441	167.701
CHEMBL1077841_0	CHEMBL1077841	0.929	0.559	0.37	1.255	0.629	0.626	1.31	0.834	0.475	182.875
CHEMBL1081443_0	CHEMBL1081443	0.929	0.651	0.278	1.193	0.73	0.463	1.268	0.858	0.41	186.329
CHEMBL1078229_0	CHEMBL1078229	0.922	0.566	0.356	1.226	0.641	0.585	1.304	0.827	0.476	180.902
CHEMBL191003_0	CHEMBL191003	0.916	0.642	0.274	1.141	0.719	0.422	1.295	0.857	0.438	186.427
CHEMBL323994_0	CHEMBL323994	0.914	0.717	0.198	1.205	0.872	0.333	1.129	0.801	0.328	171.596
CHEMBL1078275_0	CHEMBL1078275	0.906	0.622	0.284	1.149	0.674	0.474	1.304	0.89	0.414	194.964
CHEMBL205098_0	CHEMBL205098	0.895	0.674	0.222	1.119	0.747	0.373	1.227	0.873	0.354	189.618
CHEMBL1081977_0	CHEMBL1081977	0.894	0.587	0.307	1.091	0.629	0.462	1.375	0.897	0.478	197.618
CHEMBL1078274_0	CHEMBL1078274	0.885	0.621	0.264	1.171	0.706	0.465	1.217	0.838	0.379	182.25
CHEMBL1079078_0	CHEMBL1079078	0.87	0.564	0.306	1.146	0.626	0.52	1.276	0.851	0.425	186.734
CHEMBL1079523_0	CHEMBL1079523	0.862	0.624	0.238	1.044	0.703	0.341	1.29	0.848	0.442	184.52
CHEMBL1078277_0	CHEMBL1078277	0.854	0.582	0.272	1.084	0.64	0.444	1.277	0.865	0.412	189.856
CHEMBL218439_0	CHEMBL218439	0.848	0.491	0.357	1.091	0.592	0.499	1.298	0.742	0.556	161.905
CHEMBL218439_1	CHEMBL218439	0.843	0.489	0.354	1.087	0.591	0.496	1.293	0.74	0.553	161.507
CHEMBL1080955_0	CHEMBL1080955	0.831	0.531	0.3	1.093	0.608	0.485	1.247	0.806	0.44	176.693
CHEMBL1078688_0	CHEMBL1078688	0.822	0.553	0.269	1.038	0.61	0.428	1.276	0.856	0.42	188.437
CHEMBL1081484_0	CHEMBL1081484	0.816	0.548	0.268	0.973	0.585	0.388	1.36	0.896	0.463	198.702
CHEMBL1080955_1	CHEMBL1080955	0.807	0.531	0.277	1.038	0.608	0.429	1.244	0.806	0.438	176.693
CHEMBL1088030_0	CHEMBL1088030	0.807	0.613	0.194	1.019	0.682	0.337	1.173	0.859	0.314	187.459
CHEMBL576486_0	CHEMBL576486	0.793	0.573	0.221	1.161	0.753	0.408	1.029	0.705	0.325	151.079
CHEMBL1078276_0	CHEMBL1078276	0.791	0.516	0.275	1.053	0.59	0.463	1.207	0.804	0.404	176.447
CHEMBL272424_0	CHEMBL272424	0.788	0.605	0.183	0.967	0.713	0.254	1.196	0.8	0.396	173.292
CHEMBL1088029_0	CHEMBL1088029	0.784	0.601	0.183	1.034	0.715	0.32	1.092	0.791	0.301	171.206
CHEMBL482189_1	CHEMBL482189	0.77	0.638	0.132	0.936	0.722	0.214	1.103	0.846	0.257	183.761
CHEMBL571118_1	CHEMBL571118	0.77	0.631	0.139	1.005	0.75	0.255	1.033	0.8	0.234	172.701
CHEMBL1087398_0	CHEMBL1087398	0.769	0.561	0.208	1.01	0.639	0.37	1.143	0.82	0.322	179.303
CHEMBL231733_1	CHEMBL231733	0.767	0.433	0.334	0.91	0.495	0.415	1.409	0.775	0.634	172.174
CHEMBL482189_2	CHEMBL482189	0.762	0.637	0.126	0.926	0.721	0.205	1.091	0.845	0.246	183.536
CHEMBL412099_0	CHEMBL412099	0.762	0.575	0.187	0.946	0.683	0.262	1.178	0.784	0.395	170.035
CHEMBL570229_0	CHEMBL570229	0.76	0.562	0.198	1.019	0.694	0.324	1.083	0.746	0.337	161.206
CHEMBL510641_0	CHEMBL510641	0.759	0.635	0.124	1.106	0.878	0.229	0.91	0.697	0.213	148.274
CHEMBL482189_0	CHEMBL482189	0.756	0.636	0.12	0.917	0.721	0.196	1.08	0.844	0.236	183.418
CHEMBL376885_0	CHEMBL376885	0.753	0.562	0.191	0.952	0.646	0.306	1.15	0.812	0.338	177.139
CHEMBL510641_1	CHEMBL510641	0.751	0.623	0.128	1.103	0.868	0.235	0.907	0.688	0.218	146.443
CHEMBL1088030_1	CHEMBL1088030	0.749	0.496	0.253	1.0	0.595	0.405	1.152	0.749	0.402	163.588
CHEMBL510641_2	CHEMBL510641	0.748	0.623	0.125	1.099	0.868	0.231	0.903	0.688	0.215	146.443
CHEMBL21156_0	CHEMBL21156	0.739	0.563	0.176	0.982	0.72	0.262	1.069	0.721	0.348	155.108
CHEMBL257167_0	CHEMBL257167	0.738	0.619	0.119	1.056	0.819	0.237	0.911	0.717	0.194	153.257
CHEMBL568790_0	CHEMBL568790	0.735	0.48	0.255	1.15	0.692	0.458	0.976	0.611	0.365	130.633
CHEMBL583105_0	CHEMBL583105	0.728	0.513	0.216	1.191	0.811	0.38	0.915	0.582	0.333	123.392
CHEMBL1078889_1	CHEMBL1078889	0.728	0.492	0.236	0.939	0.554	0.385	1.193	0.814	0.379	179.815
CHEMBL604578_0	CHEMBL604578	0.727	0.588	0.139	0.988	0.762	0.225	0.987	0.72	0.267	154.368
CHEMBL1079690_0	CHEMBL1079690	0.727	0.499	0.227	0.961	0.572	0.389	1.15	0.797	0.353	175.349
CHEMBL1078889_0	CHEMBL1078889	0.722	0.493	0.229	0.93	0.555	0.376	1.186	0.815	0.37	180.149
CHEMBL21156_1	CHEMBL21156	0.722	0.568	0.154	0.958	0.725	0.233	1.035	0.725	0.31	155.929
CHEMBL569957_1	CHEMBL569957	0.717	0.594	0.124	0.858	0.634	0.225	1.12	0.904	0.216	199.356
CHEMBL578974_0	CHEMBL578974	0.717	0.503	0.214	1.263	0.852	0.411	0.86	0.552	0.308	116.409
CHEMBL568788_0	CHEMBL568788	0.712	0.558	0.154	0.972	0.692	0.28	0.998	0.743	0.255	160.514
CHEMBL1082023_0	CHEMBL1082023	0.712	0.489	0.222	0.874	0.538	0.336	1.241	0.844	0.397	187.504
CHEMBL1082023_1	CHEMBL1082023	0.712	0.489	0.222	0.874	0.538	0.336	1.24	0.844	0.396	187.509
CHEMBL520947_2	CHEMBL520947	0.709	0.571	0.139	0.924	0.691	0.233	1.021	0.766	0.255	165.703
CHEMBL1078689_0	CHEMBL1078689	0.709	0.507	0.201	0.934	0.586	0.348	1.114	0.792	0.323	173.718
CHEMBL520947_1	CHEMBL520947	0.708	0.57	0.138	0.923	0.691	0.232	1.019	0.765	0.255	165.517
CHEMBL520947_0	CHEMBL520947	0.708	0.57	0.138	0.923	0.691	0.232	1.019	0.765	0.255	165.517
CHEMBL233151_1	CHEMBL233151	0.707	0.541	0.165	0.828	0.584	0.244	1.22	0.881	0.339	195.067
CHEMBL1087268_1	CHEMBL1087268	0.706	0.538	0.168	0.915	0.616	0.299	1.086	0.81	0.277	177.304
CHEMBL232147_1	CHEMBL232147	0.702	0.545	0.157	0.826	0.59	0.236	1.197	0.877	0.32	194.038
CHEMBL220483_0	CHEMBL220483	0.702	0.479	0.222	0.884	0.557	0.327	1.184	0.774	0.41	170.255
CHEMBL232147_0	CHEMBL232147	0.7	0.544	0.156	0.824	0.589	0.235	1.195	0.876	0.319	193.807
CHEMBL572878_0	CHEMBL572878	0.693	0.512	0.181	0.872	0.576	0.296	1.14	0.822	0.318	181.153
CHEMBL578194_1	CHEMBL578194	0.693	0.539	0.154	0.925	0.654	0.271	1.016	0.755	0.261	163.782
CHEMBL1080159_0	CHEMBL1080159	0.691	0.516	0.175	0.821	0.56	0.261	1.215	0.868	0.347	192.633
CHEMBL1078934_1	CHEMBL1078934	0.69	0.579	0.112	0.856	0.64	0.216	1.046	0.858	0.188	188.2
CHEMBL233151_0	CHEMBL233151	0.69	0.523	0.167	0.817	0.571	0.246	1.203	0.861	0.342	190.654
CHEMBL1078934_0	CHEMBL1078934	0.689	0.577	0.112	0.855	0.639	0.217	1.045	0.856	0.188	187.781
CHEMBL568788_1	CHEMBL568788	0.687	0.535	0.152	0.95	0.673	0.277	0.974	0.723	0.252	156.18
CHEMBL495727_1	CHEMBL495727	0.684	0.503	0.181	0.894	0.614	0.279	1.076	0.734	0.342	159.729
CHEMBL572878_1	CHEMBL572878	0.672	0.514	0.158	0.841	0.578	0.263	1.107	0.824	0.283	181.551
CHEMBL393375_1	CHEMBL393375	0.671	0.534	0.138	0.776	0.571	0.205	1.186	0.89	0.296	197.573
CHEMBL582808_0	CHEMBL582808	0.67	0.475	0.195	0.935	0.598	0.336	1.015	0.697	0.318	151.404
CHEMBL568788_3	CHEMBL568788	0.661	0.501	0.16	0.934	0.645	0.29	0.956	0.692	0.263	149.599
CHEMBL393375_0	CHEMBL393375	0.66	0.518	0.142	0.771	0.561	0.21	1.177	0.873	0.304	193.897
CHEMBL495727_0	CHEMBL495727	0.655	0.508	0.147	0.852	0.619	0.233	1.025	0.739	0.286	160.848
CHEMBL376885_1	CHEMBL376885	0.654	0.551	0.103	0.816	0.638	0.178	0.999	0.802	0.197	175.009
CHEMBL386637_0	CHEMBL386637	0.652	0.456	0.196	0.8	0.508	0.292	1.19	0.816	0.374	181.643
CHEMBL569957_0	CHEMBL569957	0.651	0.536	0.115	0.804	0.594	0.211	1.05	0.847	0.203	186.69
CHEMBL392998_0	CHEMBL392998	0.648	0.488	0.16	0.764	0.53	0.234	1.196	0.861	0.335	191.939
CHEMBL570002_1	CHEMBL570002	0.645	0.497	0.148	0.904	0.643	0.261	0.941	0.687	0.254	148.468
CHEMBL1078866_1	CHEMBL1078866	0.642	0.506	0.137	0.818	0.575	0.242	1.045	0.806	0.239	177.459
CHEMBL1078866_0	CHEMBL1078866	0.64	0.502	0.139	0.818	0.572	0.246	1.044	0.802	0.242	176.521
CHEMBL391096_0	CHEMBL391096	0.64	0.513	0.127	0.768	0.572	0.197	1.098	0.834	0.264	184.154
CHEMBL570002_0	CHEMBL570002	0.639	0.497	0.143	0.896	0.642	0.254	0.933	0.687	0.246	148.345
CHEMBL1078971_0	CHEMBL1078971	0.637	0.513	0.125	0.804	0.581	0.223	1.034	0.814	0.22	179.096
CHEMBL568788_2	CHEMBL568788	0.637	0.493	0.144	0.902	0.638	0.264	0.925	0.685	0.24	148.014
CHEMBL1078971_1	CHEMBL1078971	0.636	0.497	0.139	0.815	0.569	0.246	1.039	0.798	0.242	175.562
CHEMBL570192_0	CHEMBL570192	0.635	0.488	0.147	0.888	0.62	0.268	0.942	0.696	0.246	150.8
CHEMBL221959_0	CHEMBL221959	0.632	0.495	0.137	0.925	0.656	0.269	0.888	0.669	0.219	144.089
CHEMBL1093749_0	CHEMBL1093749	0.622	0.529	0.093	0.746	0.59	0.156	1.023	0.837	0.186	184.503
CHEMBL595397_0	CHEMBL595397	0.621	0.524	0.097	0.877	0.712	0.165	0.855	0.665	0.189	142.605
CHEMBL570192_1	CHEMBL570192	0.618	0.489	0.128	0.859	0.621	0.238	0.915	0.697	0.218	151.114
CHEMBL162_1	CHEMBL162	0.617	0.477	0.14	0.754	0.552	0.202	1.091	0.779	0.312	171.531
CHEMBL1087398_1	CHEMBL1087398	0.612	0.483	0.128	0.816	0.58	0.236	0.963	0.744	0.22	162.611
CHEMBL1093468_0	CHEMBL1093468	0.61	0.47	0.14	0.729	0.514	0.215	1.133	0.847	0.286	189.011
CHEMBL1078720_0	CHEMBL1078720	0.61	0.493	0.117	0.769	0.557	0.212	1.019	0.811	0.208	179.061
CHEMBL162_0	CHEMBL162	0.609	0.463	0.146	0.751	0.541	0.21	1.088	0.763	0.325	168.075
CHEMBL595397_1	CHEMBL595397	0.607	0.486	0.121	0.88	0.677	0.203	0.865	0.633	0.232	135.647
CHEMBL559626_0	CHEMBL559626	0.605	0.538	0.066	0.692	0.584	0.108	1.02	0.873	0.147	193.141
CHEMBL1089833_0	CHEMBL1089833	0.604	0.485	0.119	0.726	0.534	0.192	1.08	0.842	0.238	187.168
CHEMBL578194_0	CHEMBL578194	0.604	0.466	0.138	0.84	0.594	0.247	0.922	0.685	0.237	148.648
CHEMBL603048_0	CHEMBL603048	0.598	0.522	0.076	0.803	0.673	0.13	0.854	0.699	0.155	150.725
CHEMBL1087268_0	CHEMBL1087268	0.588	0.489	0.099	0.76	0.578	0.182	0.939	0.76	0.179	166.413
CHEMBL1089773_0	CHEMBL1089773	0.587	0.462	0.125	0.718	0.517	0.201	1.061	0.813	0.247	180.73
CHEMBL604038_1	CHEMBL604038	0.587	0.429	0.157	0.842	0.593	0.248	0.909	0.609	0.3	131.136
CHEMBL574738_0	CHEMBL574738	0.586	0.456	0.131	0.725	0.508	0.217	1.063	0.816	0.247	181.717
CHEMBL574738_1	CHEMBL574738	0.584	0.485	0.099	0.698	0.53	0.168	1.044	0.852	0.192	189.655
CHEMBL1092926_0	CHEMBL1092926	0.584	0.458	0.126	0.723	0.524	0.198	1.038	0.783	0.255	173.328
CHEMBL1089773_1	CHEMBL1089773	0.583	0.463	0.12	0.712	0.518	0.194	1.053	0.814	0.239	180.882
CHEMBL231733_0	CHEMBL231733	0.58	0.453	0.127	0.693	0.511	0.182	1.097	0.8	0.298	177.686
CHEMBL584052_1	CHEMBL584052	0.58	0.442	0.138	0.802	0.595	0.207	0.924	0.631	0.293	136.21
CHEMBL1088857_0	CHEMBL1088857	0.579	0.491	0.088	0.695	0.549	0.146	1.005	0.825	0.18	182.517
CHEMBL535_0	CHEMBL535	0.574	0.515	0.059	0.707	0.602	0.105	0.897	0.78	0.117	170.713
CHEMBL589633_1	CHEMBL589633	0.562	0.418	0.144	0.775	0.562	0.213	0.928	0.62	0.308	134.131
CHEMBL1088856_0	CHEMBL1088856	0.549	0.435	0.113	0.681	0.501	0.181	1.002	0.77	0.232	170.829
CHEMBL584052_0	CHEMBL584052	0.545	0.412	0.133	0.768	0.568	0.2	0.885	0.601	0.284	129.853
CHEMBL1092925_1	CHEMBL1092925	0.542	0.43	0.112	0.655	0.479	0.176	1.042	0.807	0.235	180.422
CHEMBL1092925_0	CHEMBL1092925	0.541	0.43	0.111	0.654	0.479	0.174	1.04	0.807	0.234	180.404
CHEMBL591096_0	CHEMBL591096	0.54	0.409	0.13	0.778	0.572	0.205	0.853	0.59	0.263	127.063
CHEMBL233969_1	CHEMBL233969	0.537	0.409	0.128	0.658	0.469	0.19	1.047	0.764	0.283	170.397
CHEMBL604038_0	CHEMBL604038	0.537	0.443	0.094	0.763	0.607	0.157	0.812	0.622	0.19	134.042
CHEMBL233969_0	CHEMBL233969	0.536	0.409	0.126	0.656	0.468	0.187	1.044	0.764	0.28	170.397
CHEMBL1093191_0	CHEMBL1093191	0.533	0.428	0.105	0.664	0.495	0.169	0.974	0.759	0.215	168.344
CHEMBL591096_1	CHEMBL591096	0.527	0.408	0.119	0.76	0.571	0.189	0.831	0.588	0.243	126.778
CHEMBL582808_1	CHEMBL582808	0.52	0.442	0.078	0.719	0.57	0.149	0.805	0.664	0.141	144.114
CHEMBL1093119_0	CHEMBL1093119	0.518	0.423	0.095	0.626	0.478	0.148	0.998	0.786	0.212	175.464
CHEMBL1092063_1	CHEMBL1092063	0.518	0.431	0.087	0.611	0.476	0.135	1.017	0.822	0.195	184.264
CHEMBL1092063_0	CHEMBL1092063	0.517	0.431	0.087	0.611	0.475	0.135	1.016	0.821	0.195	184.089
CHEMBL1089833_1	CHEMBL1089833	0.514	0.415	0.099	0.641	0.479	0.162	0.957	0.756	0.201	168.037
CHEMBL589633_0	CHEMBL589633	0.494	0.403	0.091	0.688	0.548	0.141	0.808	0.604	0.204	130.706
